,case_by_day,case_by_time,active_by_day,active_by_time,death_by_day,death_by_time,recovered_by_day,recovered_by_time
2021-01-01,0,7,0.0,0.0,0,0,0,7
2021-01-02,0,7,0.0,0.0,0,0,0,7
2021-01-03,0,7,0.0,0.0,0,0,0,7
2021-01-04,0,7,0.0,0.0,0,0,0,7
2021-01-05,0,7,0.0,0.0,0,0,0,7
2021-01-06,0,7,0.0,0.0,0,0,0,7
2021-01-07,0,7,0.0,0.0,0,0,0,7
2021-01-08,0,7,0.0,0.0,0,0,0,7
2021-01-09,0,7,0.0,0.0,0,0,0,7
2021-01-10,0,7,0.0,0.0,0,0,0,7
2021-01-11,0,7,0.0,0.0,0,0,0,7
2021-01-12,0,7,0.0,0.0,0,0,0,7
2021-01-13,0,7,0.0,0.0,0,0,0,7
2021-01-14,0,7,0.0,0.0,0,0,0,7
2021-01-15,0,7,0.0,0.0,0,0,0,7
2021-01-16,0,7,0.0,0.0,0,0,0,7
2021-01-18,0,7,0.0,0.0,0,0,0,7
2021-01-19,0,7,0.0,0.0,0,0,0,7
2021-01-20,0,7,0.0,0.0,0,0,0,7
2021-01-21,0,7,0.0,0.0,0,0,0,7
2021-01-22,0,7,0.0,0.0,0,0,0,7
2021-01-23,0,7,0.0,0.0,0,0,0,7
2021-01-25,0,7,0.0,0.0,0,0,0,7
2021-01-26,0,7,0.0,0.0,0,0,0,7
2021-01-28,0,7,0.0,0.0,0,0,0,7
2021-01-29,1,8,1.0,1.0,0,0,0,7
2021-01-30,0,8,0.0,1.0,0,0,0,7
2021-01-31,0,8,0.0,1.0,0,0,0,7
2021-02-01,0,8,0.0,1.0,0,0,0,7
2021-02-02,0,8,0.0,1.0,0,0,0,7
2021-02-03,0,8,0.0,0.0,0,0,0,7
2021-02-04,0,8,0.0,1.0,0,0,0,7
2021-02-05,0,8,0.0,1.0,0,0,0,7
2021-02-06,0,8,0.0,1.0,0,0,0,7
2021-02-07,0,8,0.0,1.0,0,0,0,7
2021-02-08,0,8,0.0,1.0,0,0,0,7
2021-02-09,0,8,0.0,1.0,0,0,0,7
2021-02-10,0,8,0.0,1.0,0,0,0,7
2021-02-11,0,8,0.0,1.0,0,0,0,7
2021-02-12,0,8,0.0,1.0,0,0,0,7
2021-02-13,0,8,0.0,1.0,0,0,0,7
2021-02-14,0,8,0.0,1.0,0,0,0,7
2021-02-15,0,8,0.0,1.0,0,0,0,7
2021-02-16,0,8,0.0,1.0,0,0,0,7
2021-02-17,0,8,0.0,1.0,0,0,0,7
2021-02-18,0,8,0.0,1.0,0,0,0,7
2021-02-19,0,8,0.0,1.0,0,0,0,7
2021-02-20,0,8,0.0,1.0,0,0,0,7
2021-02-21,0,8,0.0,1.0,0,0,0,7
2021-02-22,0,8,0.0,1.0,0,0,0,7
2021-02-23,0,8,0.0,1.0,0,0,0,7
2021-02-24,0,8,0.0,1.0,0,0,0,7
2021-02-25,0,8,0.0,1.0,0,0,0,7
2021-02-26,0,8,0.0,1.0,0,0,0,7
2021-02-27,0,8,0.0,1.0,0,0,0,7
2021-02-28,0,8,0.0,1.0,0,0,0,7
2021-03-01,0,8,0.0,1.0,0,0,0,7
2021-03-02,0,8,0.0,1.0,0,0,0,7
2021-03-03,0,8,0.0,1.0,0,0,0,7
2021-03-04,0,8,0.0,0.0,0,0,1,8
2021-03-05,0,8,0.0,0.0,0,0,0,8
2021-03-06,0,8,0.0,0.0,0,0,0,8
2021-03-07,0,8,0.0,0.0,0,0,0,8
2021-03-08,0,8,0.0,0.0,0,0,0,8
2021-03-09,0,8,0.0,0.0,0,0,0,8
2021-03-10,0,8,0.0,0.0,0,0,0,8
2021-03-11,0,8,0.0,0.0,0,0,0,8
2021-03-12,11,19,11.0,11.0,0,0,0,8
2021-03-13,0,19,0.0,11.0,0,0,0,8
2021-03-14,0,19,0.0,11.0,0,0,0,8
2021-03-15,1,20,1.0,12.0,0,0,0,8
2021-03-16,0,20,0.0,12.0,0,0,0,8
2021-03-17,0,20,0.0,12.0,0,0,0,8
2021-03-18,0,20,0.0,12.0,0,0,0,8
2021-03-19,0,20,0.0,12.0,0,0,0,8
2021-03-20,0,20,0.0,12.0,0,0,0,8
2021-03-22,1,21,0.0,5.0,0,0,8,16
2021-03-23,0,21,0.0,5.0,0,0,0,16
2021-03-24,0,21,0.0,5.0,0,0,0,16
2021-03-25,0,21,0.0,5.0,0,0,0,16
2021-03-26,1,22,1.0,6.0,0,0,0,16
2021-03-27,0,22,0.0,4.0,0,0,2,18
2021-03-28,0,22,0.0,4.0,0,0,0,18
2021-03-29,0,22,0.0,4.0,0,0,0,18
2021-03-30,0,22,0.0,3.0,0,0,1,19
2021-03-31,0,22,0.0,3.0,0,0,0,19
2021-04-01,0,22,0.0,3.0,0,0,0,19
2021-04-02,0,22,0.0,0.0,0,0,3,22
2021-04-03,0,22,0.0,0.0,0,0,0,22
2021-04-04,0,22,0.0,0.0,0,0,0,22
2021-04-05,0,22,0.0,0.0,0,0,0,22
2021-04-06,0,22,0.0,0.0,0,0,0,22
2021-04-07,0,22,0.0,0.0,0,0,0,22
2021-04-08,0,22,0.0,0.0,0,0,0,22
2021-04-09,0,22,0.0,0.0,0,0,0,22
2021-04-10,0,22,0.0,0.0,0,0,0,22
2021-04-11,0,22,0.0,0.0,0,0,0,22
2021-04-12,0,22,0.0,0.0,0,0,0,22
2021-04-13,0,22,0.0,0.0,0,0,0,22
2021-04-14,0,22,0.0,0.0,0,0,0,22
2021-04-15,0,22,0.0,0.0,0,0,0,22
2021-04-16,0,22,0.0,0.0,0,0,0,22
2021-04-17,0,22,0.0,0.0,0,0,0,22
2021-04-18,0,22,0.0,0.0,0,0,0,22
2021-04-19,0,22,0.0,0.0,0,0,0,22
2021-04-20,0,22,0.0,0.0,0,0,0,22
2021-04-21,0,22,0.0,0.0,0,0,0,22
2021-04-22,0,22,0.0,0.0,0,0,0,22
2021-04-23,0,22,0.0,0.0,0,0,0,22
2021-04-24,0,22,0.0,0.0,0,0,0,22
2021-04-25,0,22,0.0,0.0,0,0,0,22
2021-04-26,0,22,0.0,0.0,0,0,0,22
2021-04-27,0,22,0.0,0.0,0,0,0,22
2021-04-28,0,22,0.0,0.0,0,0,0,22
2021-04-29,0,22,0.0,0.0,0,0,0,22
2021-04-30,0,22,0.0,0.0,0,0,0,22
2021-05-01,0,22,0.0,0.0,0,0,0,22
2021-05-02,1,23,1.0,1.0,0,0,0,22
2021-05-03,0,23,0.0,1.0,0,0,0,22
2021-05-04,0,23,0.0,1.0,0,0,0,22
2021-05-05,1,24,1.0,2.0,0,0,0,22
2021-05-06,0,24,0.0,2.0,0,0,0,22
2021-05-07,0,24,0.0,2.0,0,0,0,22
2021-05-08,0,24,0.0,2.0,0,0,0,22
2021-05-09,2,26,2.0,4.0,0,0,0,22
2021-05-10,0,26,0.0,4.0,0,0,0,22
2021-05-11,2,28,2.0,6.0,0,0,0,22
2021-05-12,0,28,0.0,6.0,0,0,0,22
2021-05-13,1,29,1.0,7.0,0,0,0,22
2021-05-14,0,29,0.0,7.0,0,0,0,22
2021-05-15,0,29,0.0,7.0,0,0,0,22
2021-05-16,0,29,0.0,7.0,0,0,0,22
2021-05-17,0,29,0.0,7.0,0,0,0,22
2021-05-18,0,29,0.0,7.0,0,0,0,22
2021-05-19,0,29,0.0,7.0,0,0,0,22
2021-05-20,0,29,0.0,7.0,0,0,0,22
2021-05-21,0,29,0.0,7.0,0,0,0,22
2021-05-22,1,30,1.0,8.0,0,0,0,22
2021-05-23,0,30,0.0,8.0,0,0,0,22
2021-05-24,0,30,0.0,8.0,0,0,0,22
2021-05-25,0,30,0.0,8.0,0,0,0,22
2021-05-26,0,30,0.0,7.0,0,0,1,23
2021-05-27,0,30,0.0,5.0,0,0,2,25
2021-05-28,0,30,0.0,5.0,0,0,0,25
2021-05-29,1,31,1.0,6.0,0,0,0,25
2021-05-30,1,32,1.0,7.0,0,0,0,25
2021-05-31,0,32,0.0,7.0,0,0,0,25
2021-06-01,0,32,0.0,7.0,0,0,0,25
2021-06-02,0,32,0.0,6.0,0,0,1,26
2021-06-03,0,32,0.0,6.0,0,0,0,26
2021-06-04,0,32,0.0,6.0,0,0,0,26
2021-06-05,0,32,0.0,6.0,0,0,0,26
2021-06-06,0,32,0.0,6.0,0,0,0,26
2021-06-07,0,32,0.0,6.0,0,0,0,26
2021-06-08,0,32,0.0,6.0,0,0,0,26
2021-06-09,0,32,0.0,6.0,0,0,0,26
2021-06-10,0,32,0.0,2.0,0,0,4,30
2021-06-11,0,32,0.0,2.0,0,0,0,30
2021-06-12,0,32,0.0,2.0,0,0,0,30
2021-06-13,0,32,0.0,2.0,0,0,0,30
2021-06-14,0,32,0.0,1.0,0,0,1,31
2021-06-15,0,32,0.0,1.0,0,0,0,31
2021-06-16,0,32,0.0,1.0,0,0,0,31
2021-06-17,0,32,0.0,1.0,0,0,0,31
2021-06-18,0,32,0.0,1.0,0,0,0,31
2021-06-19,2,34,2.0,3.0,0,0,0,31
2021-06-20,0,34,0.0,3.0,0,0,0,31
2021-06-21,0,34,0.0,3.0,0,0,0,31
