,case_by_day,case_by_time,active_by_day,active_by_time,death_by_day,death_by_time,recovered_by_day,recovered_by_time
2021-01-01,0,1,0.0,0.0,0,0,0,1
2021-01-02,0,1,0.0,0.0,0,0,0,1
2021-01-03,0,1,0.0,0.0,0,0,0,1
2021-01-04,0,1,0.0,0.0,0,0,0,1
2021-01-05,0,1,0.0,0.0,0,0,0,1
2021-01-06,0,1,0.0,0.0,0,0,0,1
2021-01-07,0,1,0.0,0.0,0,0,0,1
2021-01-08,0,1,0.0,0.0,0,0,0,1
2021-01-09,0,1,0.0,0.0,0,0,0,1
2021-01-10,0,1,0.0,0.0,0,0,0,1
2021-01-11,0,1,0.0,0.0,0,0,0,1
2021-01-12,0,1,0.0,0.0,0,0,0,1
2021-01-13,0,1,0.0,0.0,0,0,0,1
2021-01-14,0,1,0.0,0.0,0,0,0,1
2021-01-15,0,1,0.0,0.0,0,0,0,1
2021-01-16,0,1,0.0,0.0,0,0,0,1
2021-01-17,0,1,,,0,0,0,1
2021-01-18,0,1,0.0,0.0,0,0,0,1
2021-01-19,0,1,0.0,0.0,0,0,0,1
2021-01-20,0,1,0.0,0.0,0,0,0,1
2021-01-21,0,1,0.0,0.0,0,0,0,1
2021-01-22,0,1,0.0,0.0,0,0,0,1
2021-01-23,0,1,0.0,0.0,0,0,0,1
2021-01-24,0,1,,,0,0,0,1
2021-01-25,0,1,0.0,0.0,0,0,0,1
2021-01-26,0,1,0.0,0.0,0,0,0,1
2021-01-27,0,1,,,0,0,0,1
2021-01-28,0,1,0.0,0.0,0,0,0,1
2021-01-29,0,1,0.0,0.0,0,0,0,1
2021-01-30,0,1,0.0,0.0,0,0,0,1
2021-01-31,0,1,0.0,0.0,0,0,0,1
2021-02-01,0,1,0.0,0.0,0,0,0,1
2021-02-02,0,1,0.0,0.0,0,0,0,1
2021-02-03,0,1,0.0,0.0,0,0,0,1
2021-02-04,0,1,0.0,0.0,0,0,0,1
2021-02-05,0,1,0.0,0.0,0,0,0,1
2021-02-06,0,1,0.0,0.0,0,0,0,1
2021-02-07,0,1,0.0,0.0,0,0,0,1
2021-02-08,0,1,0.0,0.0,0,0,0,1
2021-02-09,0,1,0.0,0.0,0,0,0,1
2021-02-10,0,1,0.0,0.0,0,0,0,1
2021-02-11,0,1,0.0,0.0,0,0,0,1
2021-02-12,0,1,0.0,0.0,0,0,0,1
2021-02-13,0,1,0.0,0.0,0,0,0,1
2021-02-14,0,1,0.0,0.0,0,0,0,1
2021-02-15,0,1,0.0,0.0,0,0,0,1
2021-02-16,0,1,0.0,0.0,0,0,0,1
2021-02-17,0,1,0.0,0.0,0,0,0,1
2021-02-18,0,1,0.0,0.0,0,0,0,1
2021-02-19,0,1,0.0,0.0,0,0,0,1
2021-02-20,0,1,0.0,0.0,0,0,0,1
2021-02-21,0,1,0.0,0.0,0,0,0,1
2021-02-22,0,1,0.0,0.0,0,0,0,1
2021-02-23,0,1,0.0,0.0,0,0,0,1
2021-02-24,0,1,0.0,0.0,0,0,0,1
2021-02-25,0,1,0.0,0.0,0,0,0,1
2021-02-26,0,1,0.0,0.0,0,0,0,1
2021-02-27,0,1,0.0,0.0,0,0,0,1
2021-02-28,0,1,0.0,0.0,0,0,0,1
2021-03-01,4,5,5.0,5.0,0,0,0,1
2021-03-02,0,5,0.0,5.0,0,0,0,1
2021-03-03,4,9,4.0,9.0,0,0,0,1
2021-03-04,0,9,0.0,9.0,0,0,0,1
2021-03-05,4,13,4.0,13.0,0,0,0,1
2021-03-06,0,13,2.0,15.0,0,0,0,1
2021-03-07,3,16,0.0,15.0,0,0,0,1
2021-03-08,0,16,0.0,15.0,0,0,0,1
2021-03-09,0,16,0.0,15.0,0,0,0,1
2021-03-10,0,16,0.0,15.0,0,0,0,1
2021-03-11,0,16,0.0,15.0,0,0,0,1
2021-03-12,0,16,0.0,15.0,0,0,0,1
2021-03-13,0,16,0.0,15.0,0,0,0,1
2021-03-14,0,16,0.0,15.0,0,0,0,1
2021-03-15,1,17,1.0,16.0,0,0,0,1
2021-03-16,0,17,0.0,16.0,0,0,0,1
2021-03-17,0,17,0.0,16.0,0,0,0,1
2021-03-18,0,17,0.0,16.0,0,0,0,1
2021-03-19,0,17,0.0,16.0,0,0,0,1
2021-03-20,0,17,0.0,16.0,0,0,0,1
2021-03-21,0,17,,,0,0,0,1
2021-03-22,1,18,1.0,17.0,0,0,0,1
2021-03-23,0,18,0.0,17.0,0,0,0,1
2021-03-24,0,18,0.0,17.0,0,0,0,1
2021-03-25,0,18,0.0,17.0,0,0,0,1
2021-03-26,0,18,0.0,17.0,0,0,0,1
2021-03-27,0,18,0.0,17.0,0,0,0,1
2021-03-28,1,19,1.0,18.0,0,0,0,1
2021-03-29,0,19,0.0,18.0,0,0,0,1
2021-03-30,0,19,0.0,18.0,0,0,0,1
2021-03-31,0,19,0.0,18.0,0,0,0,1
2021-04-01,1,20,1.0,19.0,0,0,0,1
2021-04-02,0,20,0.0,19.0,0,0,0,1
2021-04-03,0,20,0.0,19.0,0,0,0,1
2021-04-04,0,20,0.0,19.0,0,0,0,1
2021-04-05,0,20,0.0,19.0,0,0,0,1
2021-04-06,0,20,0.0,19.0,0,0,0,1
2021-04-07,0,20,0.0,19.0,0,0,0,1
2021-04-08,0,20,0.0,19.0,0,0,0,1
2021-04-09,4,24,4.0,23.0,0,0,0,1
2021-04-10,9,33,9.0,32.0,0,0,0,1
2021-04-11,1,34,1.0,33.0,0,0,0,1
2021-04-12,1,35,1.0,34.0,0,0,0,1
2021-04-13,1,36,1.0,35.0,0,0,0,1
2021-04-14,0,36,0.0,35.0,0,0,0,1
2021-04-15,1,37,1.0,36.0,0,0,0,1
2021-04-16,0,37,0.0,36.0,0,0,0,1
2021-04-17,1,38,0.0,23.0,0,0,0,1
2021-04-18,0,38,0.0,23.0,0,0,0,1
2021-04-19,0,38,0.0,20.0,0,0,0,1
2021-04-20,0,38,0.0,19.0,0,0,0,1
2021-04-21,0,38,0.0,19.0,0,0,0,1
2021-04-22,0,38,0.0,19.0,0,0,0,1
2021-04-23,0,38,0.0,19.0,0,0,0,1
2021-04-24,0,38,0.0,19.0,0,0,0,1
2021-04-25,0,38,0.0,19.0,0,0,0,1
2021-04-26,0,38,0.0,19.0,0,0,0,1
2021-04-27,0,38,0.0,19.0,0,0,0,1
2021-04-28,0,38,0.0,19.0,0,0,0,1
2021-04-29,0,38,0.0,19.0,0,0,0,1
2021-04-30,0,38,0.0,19.0,0,0,0,1
2021-05-01,0,38,0.0,19.0,0,0,0,1
2021-05-02,0,38,0.0,19.0,0,0,0,1
2021-05-03,1,39,1.0,20.0,0,0,0,1
2021-05-04,0,39,0.0,20.0,0,0,0,1
2021-05-05,0,39,0.0,20.0,0,0,0,1
2021-05-06,0,39,0.0,20.0,0,0,0,1
2021-05-07,0,39,0.0,20.0,0,0,0,1
2021-05-08,0,39,0.0,20.0,0,0,0,1
2021-05-09,0,39,0.0,20.0,0,0,0,1
2021-05-10,0,39,0.0,20.0,0,0,0,1
2021-05-11,0,39,0.0,20.0,0,0,0,1
2021-05-12,0,39,0.0,20.0,0,0,0,1
2021-05-13,0,39,0.0,20.0,0,0,0,1
2021-05-14,0,39,0.0,20.0,0,0,0,1
2021-05-15,0,39,0.0,20.0,0,0,0,1
2021-05-16,0,39,0.0,20.0,0,0,0,1
2021-05-17,0,39,18.0,38.0,0,0,0,1
2021-05-18,0,39,0.0,38.0,0,0,0,1
2021-05-19,0,39,0.0,38.0,0,0,0,1
2021-05-20,0,39,0.0,38.0,0,0,0,1
2021-05-21,0,39,0.0,1.0,0,0,0,1
2021-05-22,0,39,0.0,1.0,0,0,0,1
2021-05-23,0,39,0.0,1.0,0,0,0,1
2021-05-24,0,39,0.0,1.0,0,0,0,1
2021-05-25,0,39,0.0,1.0,0,0,0,1
2021-05-26,0,39,0.0,1.0,0,0,0,1
2021-05-27,0,39,0.0,0.0,0,0,0,1
